job_id,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python
2200,Business Analyst,Enterprise,Finance,Singapore,Hybrid,Senior,8,Master,1
2201,Business Analyst,Startup,Retail,India,Remote,Mid,14,Bachelor,1
2202,Business Analyst,Startup,E-commerce,UK,Onsite,Senior,1,Bachelor,1
2203,Data Engineer,Startup,Retail,UK,Onsite,Mid,7,Bachelor,0
2204,Data Analyst,MNC,Retail,Singapore,Hybrid,Mid,5,PhD,1
2205,AI Engineer,Startup,Education,Canada,Remote,Senior,6,Master,1
2206,Machine Learning Engineer,Medium,Technology,Singapore,Onsite,Entry,12,Bachelor,1
2207,AI Engineer,Startup,Retail,Australia,Remote,Entry,3,Bachelor,0
2208,Data Engineer,Medium,Education,India,Hybrid,Entry,0,Master,1
2209,Machine Learning Engineer,Medium,Retail,Australia,Remote,Senior,0,Master,0
2210,Business Analyst,Enterprise,Finance,India,Onsite,Mid,10,Bachelor,1
2211,Data Analyst,Medium,Healthcare,UK,Hybrid,Mid,1,Bachelor,1
2212,Data Scientist,Medium,Education,India,Remote,Entry,0,Master,1
2213,Data Analyst,Startup,Education,India,Onsite,Senior,3,Bachelor,0
2214,Data Scientist,MNC,Education,Singapore,Onsite,Senior,14,Bachelor,1
2215,Data Scientist,Enterprise,Finance,USA,Hybrid,Mid,2,Master,1
2216,Data Scientist,Startup,Education,UK,Onsite,Entry,14,Master,0
2217,Business Analyst,Startup,Technology,Germany,Onsite,Senior,7,Master,1
2218,Data Engineer,Startup,Retail,Australia,Onsite,Entry,10,Bachelor,0
2219,Machine Learning Engineer,Medium,Finance,UK,Remote,Mid,9,Bachelor,1
2220,Business Analyst,MNC,Healthcare,UK,Hybrid,Entry,6,Master,1
2221,Data Engineer,Enterprise,Education,USA,Onsite,Senior,7,Master,0
2222,Data Analyst,Medium,Retail,Germany,Hybrid,Entry,3,Master,0
2223,Data Analyst,Startup,Education,Singapore,Onsite,Senior,13,Bachelor,1
2224,Data Analyst,Startup,Healthcare,India,Remote,Senior,4,Master,0
2225,Business Analyst,Startup,Retail,Australia,Onsite,Senior,12,PhD,1
2226,AI Engineer,Enterprise,E-commerce,Singapore,Onsite,Senior,13,Bachelor,1
2227,Data Engineer,Startup,Healthcare,USA,Remote,Senior,8,Master,0
2228,Data Scientist,Startup,Healthcare,Singapore,Hybrid,Entry,1,PhD,1
2229,Data Engineer,MNC,Finance,Singapore,Remote,Entry,7,PhD,1
2230,Data Engineer,MNC,Healthcare,Canada,Hybrid,Senior,1,PhD,1
2231,Data Scientist,Enterprise,Retail,USA,Hybrid,Mid,4,Bachelor,1
2232,Data Engineer,Enterprise,Healthcare,Germany,Remote,Mid,0,Master,0
2233,AI Engineer,MNC,Healthcare,UK,Hybrid,Senior,6,Master,0
2234,Machine Learning Engineer,Medium,Education,Australia,Onsite,Mid,9,Master,1
2235,Data Scientist,Enterprise,Education,Australia,Onsite,Entry,14,Master,1
2236,Business Analyst,MNC,Education,USA,Remote,Senior,2,Bachelor,0
2237,Data Engineer,Startup,Technology,Canada,Hybrid,Entry,7,Bachelor,1
2238,Data Scientist,MNC,Technology,Singapore,Remote,Entry,14,Master,1
2239,Data Engineer,Startup,E-commerce,Canada,Onsite,Senior,0,PhD,0
2240,AI Engineer,Enterprise,Technology,Australia,Remote,Senior,4,Bachelor,0
2241,Machine Learning Engineer,Startup,E-commerce,Singapore,Onsite,Mid,10,Bachelor,1
2242,Data Engineer,MNC,E-commerce,UK,Hybrid,Senior,8,PhD,0
2243,Data Analyst,Medium,Technology,UK,Hybrid,Mid,1,Bachelor,1
2244,Data Scientist,Startup,Finance,Canada,Hybrid,Mid,9,PhD,1
2245,AI Engineer,Startup,Retail,Canada,Remote,Entry,9,Bachelor,1
2246,Machine Learning Engineer,Medium,Healthcare,Australia,Remote,Mid,4,PhD,1
2247,Data Engineer,Medium,Finance,Canada,Hybrid,Mid,9,PhD,1
2248,AI Engineer,Enterprise,Technology,Singapore,Onsite,Senior,11,PhD,0
2249,Machine Learning Engineer,MNC,Technology,Canada,Hybrid,Senior,10,Bachelor,0
2250,AI Engineer,Enterprise,E-commerce,Singapore,Onsite,Senior,6,PhD,1
2251,Data Engineer,Enterprise,Technology,Singapore,Remote,Mid,9,Master,1
2252,Data Engineer,Medium,Healthcare,Singapore,Remote,Mid,2,Master,0
2253,Data Scientist,Medium,Education,USA,Hybrid,Senior,13,Master,0
2254,Machine Learning Engineer,MNC,Retail,UK,Onsite,Entry,6,PhD,1
2255,Data Scientist,Medium,Education,USA,Hybrid,Mid,6,Bachelor,1
2256,Data Analyst,MNC,Finance,Australia,Onsite,Senior,11,Master,1
2257,AI Engineer,Medium,Education,Germany,Remote,Mid,2,Bachelor,0
2258,AI Engineer,MNC,Education,India,Remote,Mid,3,Master,1
2259,Data Scientist,Medium,Finance,Germany,Onsite,Mid,5,PhD,1
2260,AI Engineer,Startup,E-commerce,Singapore,Hybrid,Mid,4,PhD,0
2261,Business Analyst,Enterprise,Education,Germany,Remote,Entry,14,Bachelor,0
2262,Data Scientist,Medium,Healthcare,Australia,Onsite,Entry,13,PhD,0
2263,Machine Learning Engineer,MNC,Retail,Australia,Remote,Senior,10,PhD,1
2264,Data Analyst,Medium,Retail,Singapore,Onsite,Mid,3,Master,1
2265,AI Engineer,MNC,Healthcare,UK,Onsite,Senior,5,PhD,0
2266,Data Engineer,MNC,Technology,Australia,Remote,Entry,0,Bachelor,1
2267,Machine Learning Engineer,Medium,Finance,India,Hybrid,Senior,3,Master,0
2268,Data Scientist,Enterprise,Retail,Australia,Hybrid,Entry,0,Bachelor,0
2269,Data Analyst,Medium,Education,Singapore,Onsite,Entry,13,PhD,1
2270,Data Scientist,Startup,Technology,Singapore,Remote,Senior,5,Master,0
2271,Machine Learning Engineer,Enterprise,Retail,India,Hybrid,Entry,13,PhD,0
2272,Business Analyst,Startup,Technology,Germany,Onsite,Mid,8,Master,0
2273,AI Engineer,Medium,Technology,Canada,Hybrid,Entry,4,PhD,0
2274,Machine Learning Engineer,Medium,Technology,Canada,Hybrid,Entry,3,Bachelor,0
2275,Machine Learning Engineer,Medium,Education,USA,Remote,Entry,9,Master,0
2276,Data Engineer,Enterprise,Finance,Singapore,Remote,Entry,10,Bachelor,1
2277,Machine Learning Engineer,Startup,E-commerce,Singapore,Hybrid,Entry,7,Master,1
2278,Data Scientist,Enterprise,Healthcare,Germany,Onsite,Entry,11,Bachelor,1
2279,Business Analyst,MNC,Technology,Canada,Remote,Senior,12,Master,1
2280,Data Analyst,MNC,E-commerce,India,Remote,Mid,2,Master,0
2281,Business Analyst,Startup,Education,India,Remote,Mid,11,Master,1
2282,Data Scientist,Startup,Healthcare,Australia,Onsite,Entry,1,Master,0
2283,AI Engineer,Enterprise,Technology,Canada,Remote,Mid,7,PhD,0
2284,Data Engineer,Enterprise,Technology,Germany,Remote,Mid,3,PhD,1
2285,AI Engineer,Medium,E-commerce,USA,Remote,Mid,7,Master,1
2286,Machine Learning Engineer,MNC,Education,USA,Onsite,Senior,9,Master,0
2287,Data Scientist,Startup,Technology,USA,Remote,Senior,14,Master,0
2288,Data Analyst,MNC,Retail,Singapore,Hybrid,Entry,4,Master,1
2289,Data Engineer,Startup,Technology,Canada,Onsite,Entry,12,PhD,0
2290,AI Engineer,Enterprise,E-commerce,India,Hybrid,Mid,6,Master,0
2291,Business Analyst,MNC,E-commerce,Canada,Remote,Mid,12,Bachelor,1
2292,Data Analyst,Medium,Technology,Australia,Onsite,Senior,8,PhD,1
2293,Data Analyst,Medium,Education,Australia,Remote,Entry,4,Bachelor,0
2294,Data Scientist,Startup,Finance,India,Remote,Mid,12,Master,1
2295,Machine Learning Engineer,Startup,Retail,Singapore,Onsite,Senior,2,Bachelor,0
2296,Machine Learning Engineer,Medium,Retail,Australia,Hybrid,Mid,7,PhD,0
2297,Data Engineer,MNC,Education,Canada,Onsite,Entry,3,PhD,0
2298,Machine Learning Engineer,Startup,Education,USA,Remote,Entry,0,Bachelor,1
2299,Data Scientist,Enterprise,E-commerce,USA,Hybrid,Entry,11,PhD,1
2300,Data Scientist,Startup,Education,USA,Remote,Mid,12,Bachelor,0
2301,Data Engineer,Enterprise,E-commerce,India,Remote,Senior,9,PhD,0
2302,Data Analyst,Medium,E-commerce,Canada,Remote,Entry,11,PhD,0
2303,Data Scientist,Enterprise,E-commerce,USA,Hybrid,Entry,14,Bachelor,1
2304,Data Scientist,Medium,Education,Singapore,Onsite,Entry,12,Bachelor,1
2305,Business Analyst,MNC,Healthcare,USA,Remote,Senior,14,Bachelor,1
2306,Data Scientist,MNC,Education,Singapore,Hybrid,Mid,1,Bachelor,1
2307,Data Scientist,Medium,Retail,USA,Onsite,Entry,9,PhD,0
2308,Machine Learning Engineer,Startup,Finance,Singapore,Remote,Mid,1,Master,1
2309,Data Engineer,Startup,Retail,Canada,Remote,Senior,6,Bachelor,1
2310,AI Engineer,Startup,Retail,UK,Onsite,Mid,6,PhD,1
2311,Data Engineer,MNC,E-commerce,UK,Remote,Senior,4,Master,1
2312,Business Analyst,Startup,Finance,UK,Onsite,Mid,14,Master,1
2313,AI Engineer,MNC,Healthcare,UK,Onsite,Senior,1,PhD,1
2314,Machine Learning Engineer,Startup,Education,Australia,Hybrid,Entry,6,PhD,1
2315,Data Scientist,Enterprise,E-commerce,Germany,Hybrid,Senior,9,Bachelor,1
2316,Machine Learning Engineer,Enterprise,Healthcare,Canada,Onsite,Senior,2,PhD,0
2317,Data Scientist,MNC,Retail,Germany,Hybrid,Senior,13,Bachelor,0
2318,Machine Learning Engineer,Startup,Healthcare,Germany,Onsite,Entry,8,PhD,1
2319,Business Analyst,Enterprise,Technology,India,Remote,Mid,14,PhD,1
2320,Data Scientist,Startup,Healthcare,India,Onsite,Senior,1,Bachelor,0
2321,Data Analyst,Enterprise,Education,India,Remote,Mid,13,PhD,0
2322,Data Scientist,MNC,Finance,India,Onsite,Entry,1,Bachelor,0
2323,Machine Learning Engineer,MNC,Technology,Singapore,Hybrid,Senior,0,Master,1
2324,Data Analyst,Enterprise,Education,India,Hybrid,Senior,14,Master,0
2325,AI Engineer,Enterprise,Retail,Canada,Onsite,Senior,12,Bachelor,0
2326,Data Analyst,Startup,Retail,UK,Onsite,Entry,4,Bachelor,1
2327,Data Analyst,Medium,Technology,Singapore,Hybrid,Mid,12,PhD,1
2328,AI Engineer,Startup,Healthcare,Germany,Hybrid,Mid,13,PhD,0
2329,Data Scientist,Startup,Finance,India,Remote,Senior,4,Master,1
2330,Business Analyst,Medium,Finance,Germany,Remote,Senior,3,PhD,1
2331,Machine Learning Engineer,MNC,Technology,UK,Remote,Senior,5,Bachelor,1
2332,AI Engineer,Enterprise,Retail,Germany,Hybrid,Senior,11,Bachelor,0
2333,Business Analyst,Medium,E-commerce,Australia,Onsite,Senior,6,Master,0
2334,Data Scientist,Startup,Healthcare,USA,Hybrid,Mid,1,PhD,1
2335,AI Engineer,Enterprise,Retail,UK,Onsite,Senior,0,PhD,0
2336,AI Engineer,Medium,E-commerce,Canada,Onsite,Senior,5,Bachelor,1
2337,Machine Learning Engineer,MNC,Retail,Germany,Hybrid,Senior,0,PhD,1
2338,Data Engineer,Medium,Healthcare,Germany,Hybrid,Entry,9,Bachelor,1
2339,Machine Learning Engineer,MNC,Technology,Australia,Hybrid,Entry,3,PhD,1
2340,Business Analyst,Enterprise,Education,Singapore,Remote,Senior,1,PhD,0
2341,Data Analyst,MNC,E-commerce,Australia,Onsite,Senior,1,Bachelor,0
2342,Data Engineer,Startup,Education,USA,Onsite,Mid,13,Bachelor,0
2343,Business Analyst,MNC,Finance,Canada,Remote,Mid,5,PhD,1
2344,Machine Learning Engineer,Medium,Retail,Singapore,Hybrid,Mid,0,Master,0
2345,Business Analyst,Medium,Retail,Canada,Hybrid,Mid,0,Bachelor,0
2346,AI Engineer,Startup,Technology,Singapore,Remote,Mid,3,Master,1
2347,Business Analyst,Medium,Finance,Singapore,Hybrid,Senior,4,Master,1
2348,Business Analyst,Medium,Education,Australia,Hybrid,Mid,0,Bachelor,0
2349,AI Engineer,Startup,E-commerce,USA,Remote,Senior,14,Bachelor,0
2350,Data Engineer,MNC,Retail,USA,Onsite,Senior,13,Master,1
2351,Data Scientist,Medium,Finance,Australia,Hybrid,Senior,12,Bachelor,1
2352,Business Analyst,Enterprise,Healthcare,Germany,Onsite,Senior,14,Bachelor,0
2353,Data Analyst,Enterprise,Technology,Australia,Onsite,Senior,4,PhD,0
2354,Data Analyst,MNC,E-commerce,Canada,Onsite,Senior,4,PhD,0
2355,Data Scientist,MNC,Finance,Australia,Remote,Senior,8,Bachelor,1
2356,Data Scientist,Startup,Retail,Germany,Onsite,Mid,5,Master,0
2357,Data Analyst,Startup,Finance,Germany,Onsite,Entry,6,Master,1
2358,Machine Learning Engineer,Enterprise,E-commerce,USA,Hybrid,Entry,10,PhD,1
2359,Data Analyst,Enterprise,E-commerce,Germany,Hybrid,Senior,10,Bachelor,0
2360,AI Engineer,Enterprise,Technology,India,Onsite,Mid,14,Bachelor,0
2361,Business Analyst,Startup,E-commerce,USA,Remote,Mid,8,Master,1
2362,Business Analyst,Startup,Technology,Canada,Hybrid,Mid,10,PhD,0
2363,Business Analyst,Medium,Finance,India,Onsite,Entry,1,PhD,1
2364,Machine Learning Engineer,Medium,E-commerce,India,Hybrid,Entry,13,Bachelor,0
2365,Data Engineer,Medium,E-commerce,Australia,Hybrid,Senior,5,Bachelor,0
2366,Machine Learning Engineer,Medium,Healthcare,UK,Onsite,Mid,1,Bachelor,1
2367,Data Analyst,MNC,Education,Singapore,Remote,Mid,4,Master,1
2368,Machine Learning Engineer,Startup,Retail,Australia,Onsite,Entry,14,Bachelor,0
2369,Machine Learning Engineer,MNC,Healthcare,Singapore,Onsite,Senior,9,Bachelor,1
2370,Business Analyst,Enterprise,E-commerce,USA,Remote,Entry,12,Bachelor,1
2371,Data Scientist,Medium,Retail,Australia,Onsite,Entry,12,Master,0
2372,Business Analyst,Enterprise,Technology,USA,Remote,Senior,8,PhD,0
2373,Data Scientist,MNC,Healthcare,India,Hybrid,Senior,5,Bachelor,0
2374,Data Engineer,Enterprise,Technology,UK,Onsite,Entry,1,Master,0
2375,Data Engineer,MNC,Retail,Germany,Remote,Senior,12,PhD,0
2376,AI Engineer,Enterprise,Retail,India,Remote,Senior,13,Master,0
2377,Machine Learning Engineer,Medium,Technology,UK,Remote,Senior,4,Master,1
2378,Machine Learning Engineer,Medium,Retail,Canada,Remote,Senior,14,PhD,0
2379,Data Scientist,Enterprise,Retail,Singapore,Remote,Senior,3,Bachelor,1
2380,Data Scientist,MNC,Healthcare,Australia,Hybrid,Entry,1,Bachelor,0
2381,Data Engineer,Startup,Technology,USA,Hybrid,Mid,1,Bachelor,1
2382,Data Analyst,Enterprise,Education,UK,Hybrid,Mid,12,Bachelor,0
2383,Data Engineer,Medium,Technology,Australia,Hybrid,Senior,4,PhD,1
2384,Machine Learning Engineer,Enterprise,Retail,Singapore,Hybrid,Senior,6,PhD,0
2385,Data Scientist,Startup,Retail,Singapore,Hybrid,Entry,13,Master,0
2386,AI Engineer,Startup,Education,Germany,Hybrid,Entry,5,PhD,0
2387,Data Engineer,Startup,E-commerce,India,Hybrid,Entry,14,PhD,1
2388,AI Engineer,MNC,Technology,UK,Onsite,Mid,1,Bachelor,0
2389,Data Engineer,MNC,E-commerce,Canada,Hybrid,Senior,8,Master,1
2390,AI Engineer,Startup,Finance,USA,Remote,Entry,10,PhD,1
2391,Business Analyst,MNC,Finance,Singapore,Onsite,Mid,2,Bachelor,0
2392,Data Scientist,Enterprise,Retail,USA,Onsite,Mid,0,Bachelor,0
2393,Business Analyst,MNC,Healthcare,India,Hybrid,Senior,7,PhD,1
2394,Machine Learning Engineer,MNC,Healthcare,Canada,Hybrid,Entry,1,Bachelor,0
2395,Data Engineer,Enterprise,Retail,Australia,Remote,Senior,9,PhD,0
2396,Data Engineer,Medium,Healthcare,UK,Hybrid,Entry,0,Bachelor,0
2397,Data Engineer,MNC,Retail,UK,Onsite,Mid,14,PhD,1
2398,AI Engineer,MNC,Technology,Canada,Remote,Entry,8,PhD,1
2399,Business Analyst,Medium,Healthcare,Germany,Onsite,Entry,5,Master,1
2400,Machine Learning Engineer,Startup,Technology,UK,Remote,Senior,4,PhD,0
2401,AI Engineer,MNC,E-commerce,Australia,Remote,Senior,2,Master,1
2402,Business Analyst,Medium,Education,Australia,Remote,Mid,12,Bachelor,1
2403,AI Engineer,Startup,Finance,Singapore,Remote,Entry,9,Master,1
2404,AI Engineer,Medium,Finance,Australia,Hybrid,Mid,2,PhD,0
2405,AI Engineer,Startup,E-commerce,India,Hybrid,Mid,9,PhD,1
2406,Business Analyst,Medium,Healthcare,Australia,Onsite,Senior,8,Bachelor,0
2407,Machine Learning Engineer,Startup,Retail,India,Remote,Mid,9,Master,0
2408,Business Analyst,Medium,Technology,Singapore,Remote,Senior,11,PhD,0
2409,Data Engineer,Medium,Technology,Canada,Hybrid,Entry,7,PhD,1
2410,Data Analyst,MNC,Finance,USA,Onsite,Entry,7,Master,1
2411,Business Analyst,MNC,Retail,Singapore,Onsite,Entry,1,Master,1
2412,Business Analyst,Medium,Finance,India,Onsite,Mid,3,PhD,0
2413,Business Analyst,Medium,Education,India,Hybrid,Mid,12,Bachelor,1
2414,Data Analyst,Enterprise,Healthcare,UK,Hybrid,Senior,3,Master,1
2415,Business Analyst,MNC,Finance,Germany,Remote,Mid,9,PhD,1
2416,Business Analyst,Enterprise,Retail,Germany,Remote,Senior,6,PhD,0
2417,Business Analyst,Enterprise,Healthcare,Germany,Onsite,Entry,8,PhD,0
2418,Data Engineer,MNC,Technology,Germany,Remote,Entry,6,PhD,1
2419,Data Analyst,Startup,Education,USA,Onsite,Entry,14,Bachelor,0
2420,Machine Learning Engineer,Medium,Retail,USA,Remote,Mid,0,PhD,0
2421,Data Analyst,Startup,E-commerce,Canada,Hybrid,Senior,10,Master,0
2422,Business Analyst,Medium,Technology,USA,Onsite,Mid,11,PhD,0
2423,Data Analyst,MNC,Technology,Germany,Onsite,Mid,12,Bachelor,1
2424,Data Analyst,Startup,E-commerce,Singapore,Hybrid,Senior,2,Bachelor,1
2425,Data Analyst,Medium,Healthcare,Singapore,Onsite,Senior,6,Master,0
2426,Data Analyst,Startup,E-commerce,Canada,Remote,Senior,0,Master,1
2427,Business Analyst,Startup,Finance,Canada,Remote,Mid,6,Master,0
2428,Machine Learning Engineer,Startup,Healthcare,USA,Hybrid,Mid,12,Bachelor,1
2429,Business Analyst,Enterprise,Finance,UK,Hybrid,Entry,4,Master,1
2430,AI Engineer,Enterprise,Retail,Australia,Onsite,Mid,3,Master,0
2431,Machine Learning Engineer,Startup,E-commerce,UK,Remote,Mid,13,PhD,0
2432,Business Analyst,Enterprise,Healthcare,Australia,Remote,Senior,6,PhD,1
2433,Data Scientist,Medium,Education,USA,Remote,Mid,4,Master,1
2434,Data Analyst,Enterprise,Technology,India,Hybrid,Senior,9,Bachelor,0
2435,Machine Learning Engineer,Medium,Healthcare,Canada,Onsite,Entry,9,Bachelor,1
2436,AI Engineer,MNC,Technology,Singapore,Remote,Senior,2,Master,0
2437,Data Engineer,Startup,Technology,Canada,Onsite,Entry,6,Bachelor,1
2438,Business Analyst,Startup,Retail,UK,Hybrid,Senior,12,PhD,1
2439,AI Engineer,Startup,Healthcare,Singapore,Hybrid,Mid,5,PhD,0
2440,Machine Learning Engineer,Medium,Education,Canada,Onsite,Entry,14,Bachelor,0
2441,Data Scientist,Medium,Technology,India,Hybrid,Entry,8,PhD,0
2442,AI Engineer,Startup,Retail,Germany,Hybrid,Senior,8,PhD,1
2443,Business Analyst,MNC,E-commerce,UK,Hybrid,Mid,8,Master,0
2444,Data Engineer,Enterprise,Healthcare,UK,Remote,Entry,8,PhD,1
2445,Data Scientist,MNC,E-commerce,Germany,Onsite,Mid,2,Bachelor,1
2446,Business Analyst,Enterprise,Retail,Australia,Remote,Mid,9,Bachelor,1
2447,Machine Learning Engineer,Medium,Retail,Australia,Onsite,Mid,12,Bachelor,1
2448,AI Engineer,Medium,E-commerce,Canada,Hybrid,Entry,10,PhD,1
2449,Machine Learning Engineer,Enterprise,Healthcare,USA,Remote,Mid,8,Master,0
2450,AI Engineer,MNC,Technology,Australia,Onsite,Entry,11,Bachelor,0
2451,Data Analyst,MNC,E-commerce,Singapore,Remote,Mid,6,Master,1
2452,Data Engineer,MNC,E-commerce,India,Hybrid,Entry,1,Bachelor,1
2453,Business Analyst,Medium,E-commerce,USA,Hybrid,Mid,2,Master,1
2454,AI Engineer,Startup,E-commerce,Germany,Remote,Senior,0,Master,0
2455,Business Analyst,Medium,Technology,Australia,Hybrid,Senior,6,Master,0
2456,Data Analyst,Startup,Finance,India,Remote,Senior,3,Master,1
2457,Data Scientist,MNC,Retail,India,Hybrid,Senior,8,PhD,0
2458,Data Analyst,MNC,Finance,USA,Onsite,Entry,1,PhD,1
2459,Data Scientist,MNC,E-commerce,Singapore,Hybrid,Mid,3,Bachelor,1
2460,AI Engineer,Enterprise,Healthcare,USA,Remote,Entry,10,Bachelor,1
2461,Business Analyst,Startup,Healthcare,India,Hybrid,Senior,11,Master,1
2462,Data Scientist,Startup,E-commerce,Germany,Remote,Senior,11,Bachelor,0
2463,Data Analyst,Medium,Technology,India,Onsite,Senior,7,Master,1
2464,Data Engineer,Enterprise,Healthcare,Canada,Remote,Senior,9,Master,1
2465,Data Engineer,MNC,Finance,Germany,Remote,Entry,14,Master,1
2466,Data Scientist,Startup,Retail,Singapore,Hybrid,Mid,8,Master,1
2467,AI Engineer,Startup,Finance,Canada,Remote,Entry,4,Master,1
2468,Data Engineer,Enterprise,E-commerce,UK,Remote,Mid,11,PhD,1
2469,Data Analyst,Medium,Healthcare,Australia,Hybrid,Entry,6,Bachelor,0
2470,Data Engineer,Enterprise,Retail,Canada,Hybrid,Entry,8,PhD,0
2471,Data Analyst,MNC,Finance,UK,Onsite,Mid,12,PhD,0
2472,Business Analyst,Enterprise,Education,India,Remote,Mid,8,Bachelor,1
2473,Business Analyst,Startup,Healthcare,Germany,Onsite,Entry,1,Master,1
2474,AI Engineer,Medium,Retail,India,Hybrid,Entry,0,Master,0
2475,Business Analyst,Startup,Finance,Australia,Onsite,Senior,9,Bachelor,1
2476,Data Engineer,Startup,Healthcare,Singapore,Remote,Mid,1,Bachelor,1
2477,Business Analyst,Medium,Finance,Australia,Onsite,Senior,0,Bachelor,1
2478,AI Engineer,Startup,E-commerce,Australia,Remote,Entry,3,PhD,1
2479,Data Engineer,Startup,Education,Singapore,Remote,Mid,7,PhD,0
2480,Data Analyst,Enterprise,Retail,Germany,Onsite,Entry,7,PhD,0
2481,Data Engineer,MNC,Retail,Germany,Onsite,Entry,3,Bachelor,1
2482,AI Engineer,Startup,Education,India,Onsite,Entry,2,Bachelor,0
2483,Machine Learning Engineer,MNC,Finance,India,Remote,Entry,14,Master,1
2484,Data Engineer,Enterprise,E-commerce,Australia,Hybrid,Senior,2,Bachelor,1
2485,Data Analyst,MNC,Education,Canada,Remote,Mid,8,Bachelor,1
2486,Data Analyst,MNC,Retail,India,Onsite,Entry,12,Bachelor,0
2487,Business Analyst,Startup,Finance,Canada,Onsite,Senior,8,Bachelor,1
2488,Data Engineer,Startup,Healthcare,Australia,Hybrid,Mid,13,Bachelor,0
2489,Machine Learning Engineer,MNC,Healthcare,India,Hybrid,Entry,1,PhD,0
2490,AI Engineer,Enterprise,Healthcare,UK,Hybrid,Entry,5,PhD,0
2491,Machine Learning Engineer,Enterprise,Retail,India,Hybrid,Entry,14,Bachelor,1
2492,AI Engineer,Enterprise,Retail,Singapore,Onsite,Mid,8,PhD,0
2493,Data Analyst,MNC,E-commerce,Germany,Onsite,Senior,6,PhD,0
2494,Business Analyst,MNC,Healthcare,Singapore,Remote,Mid,11,PhD,1
2495,AI Engineer,Medium,Finance,Australia,Onsite,Entry,14,Bachelor,0
2496,Business Analyst,MNC,Technology,Canada,Onsite,Mid,9,Master,0
2497,Data Analyst,Enterprise,Healthcare,Germany,Hybrid,Senior,1,Bachelor,1
2498,Business Analyst,Startup,E-commerce,Germany,Remote,Entry,4,PhD,1
2499,Machine Learning Engineer,Enterprise,Retail,Germany,Remote,Mid,4,Master,0
2500,Data Engineer,Medium,E-commerce,Singapore,Onsite,Entry,9,PhD,1
2501,Data Analyst,Enterprise,Retail,Australia,Onsite,Senior,10,Master,1
2502,Business Analyst,MNC,Healthcare,UK,Onsite,Mid,13,PhD,0
2503,Data Scientist,MNC,Finance,Germany,Onsite,Mid,6,Master,1
2504,Machine Learning Engineer,Enterprise,Education,India,Onsite,Entry,1,Bachelor,0
2505,Data Engineer,Startup,Retail,Germany,Remote,Senior,13,Bachelor,1
2506,Data Engineer,Enterprise,E-commerce,India,Remote,Senior,12,PhD,0
2507,Data Engineer,Startup,E-commerce,Canada,Remote,Senior,0,PhD,1
2508,Data Engineer,Startup,E-commerce,UK,Onsite,Entry,10,Bachelor,0
2509,Business Analyst,Startup,Technology,Australia,Hybrid,Mid,2,PhD,0
2510,AI Engineer,Startup,Technology,Australia,Remote,Mid,5,PhD,0
2511,Data Scientist,Medium,Education,Germany,Onsite,Senior,4,Bachelor,0
2512,Business Analyst,MNC,Healthcare,India,Remote,Senior,0,Master,0
2513,Data Scientist,Startup,Healthcare,Germany,Onsite,Mid,13,PhD,0
2514,Data Engineer,Medium,E-commerce,USA,Onsite,Mid,2,Master,1
2515,AI Engineer,Medium,Education,USA,Hybrid,Mid,7,Master,0
2516,Data Analyst,Medium,Retail,Germany,Onsite,Senior,13,Master,1
2517,AI Engineer,MNC,Retail,Singapore,Hybrid,Mid,8,Bachelor,1
2518,Data Analyst,Startup,Finance,Australia,Remote,Mid,9,PhD,1
2519,AI Engineer,Enterprise,Finance,Singapore,Remote,Senior,10,Master,1
2520,Business Analyst,Medium,Healthcare,UK,Remote,Senior,5,Bachelor,1
2521,Data Engineer,MNC,Healthcare,Australia,Hybrid,Mid,6,PhD,1
2522,AI Engineer,Startup,E-commerce,Australia,Hybrid,Mid,10,Master,1
2523,Machine Learning Engineer,MNC,E-commerce,India,Hybrid,Entry,5,Bachelor,1
2524,Data Engineer,Enterprise,Education,Canada,Remote,Entry,14,Master,0
2525,Data Engineer,Medium,E-commerce,USA,Remote,Mid,1,Bachelor,1
2526,Data Analyst,Startup,Finance,Canada,Remote,Senior,6,Master,0
2527,AI Engineer,Startup,E-commerce,Germany,Onsite,Mid,4,PhD,1
2528,Data Scientist,Enterprise,E-commerce,Australia,Onsite,Mid,12,Master,1
2529,Data Analyst,Enterprise,Retail,Singapore,Hybrid,Senior,1,Master,0
2530,AI Engineer,Medium,Retail,UK,Remote,Senior,13,Bachelor,0
2531,Business Analyst,MNC,Technology,Germany,Onsite,Senior,5,PhD,1
2532,Data Scientist,Medium,Education,India,Remote,Senior,5,PhD,1
2533,AI Engineer,Startup,Technology,USA,Hybrid,Mid,8,PhD,0
2534,Data Engineer,Medium,Education,Singapore,Remote,Senior,10,Bachelor,0
2535,Business Analyst,Startup,Technology,Singapore,Remote,Entry,13,Master,0
2536,AI Engineer,MNC,Finance,UK,Hybrid,Senior,3,Master,0
2537,Data Scientist,Enterprise,Finance,USA,Onsite,Senior,0,Bachelor,0
2538,AI Engineer,Startup,Education,Germany,Onsite,Mid,3,Bachelor,0
2539,Business Analyst,Startup,Retail,India,Remote,Entry,2,PhD,0
2540,Data Analyst,Enterprise,Healthcare,Canada,Remote,Entry,7,PhD,0
2541,Data Scientist,Medium,Retail,Singapore,Onsite,Mid,3,Master,1
2542,AI Engineer,Enterprise,Education,UK,Hybrid,Entry,0,Bachelor,0
